dataset,split,fold,method,environment_id,fit_seconds,selected_candidate,common_threshold,anomaly_threshold,primary_gate,coverage_rate,coverage_floor,coverage_gap,gated_coverage_rate,coverage_lift,coverage_lift_floor,coverage_recovery_floor,causal_fragility_score,environment_leakage_score,score_environment_leakage_score,accuracy,precision,recall,f1,auc,alert_budget_inflation
uwf,heldout_family,exfiltration,intervendb_adaptive_openworld_selector,delayed_collector,36.104271100000005,adaptive:protocol_core_rf,0.2256,,,0.3150684931506849,0.4253815319735276,0.11031303882284271,0.3424657534246575,0.0273972602739726,0.03309391164685281,0.40411245537485124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_counterfactual_ensemble,congested_link,36.104271100000005,weighted_pool,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_counterfactual_ensemble,delayed_collector,36.104271100000005,weighted_pool,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_counterfactual_ensemble,high_background,36.104271100000005,weighted_pool,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_counterfactual_ensemble,low_sampling,36.104271100000005,weighted_pool,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_counterfactual_ensemble,observed,36.104271100000005,weighted_pool,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_env_calibrated_ensemble,congested_link,36.104271100000005,weighted_pool_env_calibrated,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_env_calibrated_ensemble,delayed_collector,36.104271100000005,weighted_pool_env_calibrated,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_env_calibrated_ensemble,high_background,36.104271100000005,weighted_pool_env_calibrated,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_env_calibrated_ensemble,low_sampling,36.104271100000005,weighted_pool_env_calibrated,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,exfiltration,intervendb_env_calibrated_ensemble,observed,36.104271100000005,weighted_pool_env_calibrated,0.2746,,,,,,,,,,0.37564491882150974,0.0,0.5546292131682883,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_observed_selector,observed,35.49107250000003,protocol_core_rf,0.9312,,,,,,,,,,0.0,0.0,0.026079298818790148,0.9001782531194296,1.0,0.8003565062388592,0.8891089108910892,1.0,0.8003565062388592
uwf,heldout_family,initial_access,intervendb_observed_selector,low_sampling,35.49107250000003,protocol_core_rf,0.9312,,,,,,,,,,0.0,0.0,0.026079298818790148,0.9001782531194296,1.0,0.8003565062388592,0.8891089108910892,1.0,0.8003565062388592
uwf,heldout_family,initial_access,intervendb_observed_selector,congested_link,35.49107250000003,protocol_core_rf,0.9312,,,,,,,,,,0.0,0.0,0.026079298818790148,0.9001782531194296,1.0,0.8003565062388592,0.8891089108910892,1.0,0.8003565062388592
uwf,heldout_family,initial_access,intervendb_observed_selector,high_background,35.49107250000003,protocol_core_rf,0.9312,,,,,,,,,,0.0,0.0,0.026079298818790148,0.9001782531194296,1.0,0.8003565062388592,0.8891089108910892,1.0,0.8003565062388592
uwf,heldout_family,initial_access,intervendb_observed_selector,delayed_collector,35.49107250000003,protocol_core_rf,0.9312,,,,,,,,,,0.0,0.0,0.026079298818790148,0.9001782531194296,1.0,0.8003565062388592,0.8891089108910892,1.0,0.8003565062388592
uwf,heldout_family,initial_access,intervendb_minimax_selector,observed,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_minimax_selector,low_sampling,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_minimax_selector,congested_link,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_minimax_selector,high_background,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_minimax_selector,delayed_collector,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_stability_selector,observed,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_stability_selector,low_sampling,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_stability_selector,congested_link,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_stability_selector,high_background,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_stability_selector,delayed_collector,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_shift_guard_selector,observed,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_shift_guard_selector,low_sampling,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_shift_guard_selector,congested_link,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_shift_guard_selector,high_background,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_shift_guard_selector,delayed_collector,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_pareto_selector,observed,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_pareto_selector,low_sampling,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_pareto_selector,congested_link,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_pareto_selector,high_background,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_pareto_selector,delayed_collector,35.49107250000003,protocol_core_rf,0.42,,,,,,,,,,0.0,0.0,0.026079298818790148,1.0,1.0,1.0,1.0,1.0,1.0
uwf,heldout_family,initial_access,intervendb_tail_guard_ensemble,observed,35.49107250000003,protocol_core_rf+iforest_env_sensitive,0.42,0.5,,,,,,,,,0.20482024049358602,0.01408996526328961,0.12454590274387914,0.9527629233511586,0.9136807817589576,1.0,0.9548936170212766,0.9950432287645248,1.0944741532976827
uwf,heldout_family,initial_access,intervendb_tail_guard_ensemble,low_sampling,35.49107250000003,protocol_core_rf+iforest_env_sensitive,0.42,0.5,,,,,,,,,0.20482024049358602,0.01408996526328961,0.12454590274387914,0.9991087344028521,0.998220640569395,1.0,0.9991095280498664,1.0,1.0017825311942958
uwf,heldout_family,initial_access,intervendb_tail_guard_ensemble,congested_link,35.49107250000003,protocol_core_rf+iforest_env_sensitive,0.42,0.5,,,,,,,,,0.20482024049358602,0.01408996526328961,0.12454590274387914,0.93048128342246,0.8779342723004695,1.0,0.935,0.9970450017634667,1.13903743315508
uwf,heldout_family,initial_access,intervendb_tail_guard_ensemble,high_background,35.49107250000003,protocol_core_rf+iforest_env_sensitive,0.42,0.5,,,,,,,,,0.20482024049358602,0.01408996526328961,0.12454590274387914,0.9046345811051694,0.8398203592814372,1.0,0.9129373474369407,0.9982238236406213,1.1907308377896613
uwf,heldout_family,initial_access,intervendb_tail_guard_ensemble,delayed_collector,35.49107250000003,protocol_core_rf+iforest_env_sensitive,0.42,0.5,,,,,,,,,0.20482024049358602,0.01408996526328961,0.12454590274387914,0.9527629233511586,0.9136807817589576,1.0,0.9548936170212766,0.9942997130792035,1.0944741532976827
uwf,heldout_family,initial_access,intervendb_conformal_tail_guard,observed,35.49107250000003,protocol_core_rf+conformal_iforest_env_sensitive,0.42,0.9887341772151899,,,,,,,,,0.5114844426211566,0.0010141014841177302,0.34684126139094856,0.9946524064171123,0.9894179894179894,1.0,0.9946808510638299,0.9949002449788862,1.0106951871657754
