detector,environment_id,semantic_label,accuracy,precision,recall,f1,avg_score,n
lr_env_sensitive,observed,T1078,1.0,1.0,1.0,1.0,0.9707155997217732,123.0
lr_env_sensitive,observed,T1110,0.9983221476510067,1.0,0.9983221476510067,0.9991603694374476,0.9971377978247256,1192.0
lr_env_sensitive,observed,T1190,1.0,1.0,1.0,1.0,0.9999635998465382,83.0
lr_env_sensitive,observed,T1595,0.9685714285714285,1.0,0.9685714285714285,0.9840348330914369,0.7983002886730696,1050.0
lr_env_sensitive,observed,benign,0.9216326530612244,0.0,,0.0,0.07893901937613547,1225.0
lr_full,congested_link,Duplicate,0.5205882352941177,1.0,0.5205882352941177,0.6847195357833655,0.5240247711182215,340.0
lr_full,congested_link,T1048,0.0,,0.0,0.0,2.820834654226118e-62,2.0
lr_full,congested_link,T1078,0.5040650406504065,1.0,0.5040650406504065,0.6702702702702703,0.502693862923327,123.0
lr_full,congested_link,T1110,0.7214765100671141,1.0,0.7214765100671141,0.8382066276803118,0.7221060774547435,1192.0
lr_full,congested_link,T1190,1.0,1.0,1.0,1.0,0.9825832831921333,83.0
lr_full,congested_link,T1595,0.7590476190476191,1.0,0.7590476190476191,0.863021115322144,0.7492587611029801,1050.0
lr_full,congested_link,benign,0.9559183673469388,0.0,,0.0,0.045312715937165654,1225.0
lr_full,delayed_collector,Duplicate,1.0,1.0,1.0,1.0,0.9722530678012822,340.0
lr_full,delayed_collector,T1048,1.0,1.0,1.0,1.0,0.9999999999999998,2.0
lr_full,delayed_collector,T1078,1.0,1.0,1.0,1.0,0.9725320860483798,123.0
lr_full,delayed_collector,T1110,0.9991610738255033,1.0,0.9991610738255033,0.9995803608896349,0.998589971250695,1192.0
lr_full,delayed_collector,T1190,1.0,1.0,1.0,1.0,0.9982951748193468,83.0
lr_full,delayed_collector,T1595,1.0,1.0,1.0,1.0,0.9592719814786683,1050.0
lr_full,delayed_collector,benign,0.9942857142857143,0.0,,0.0,0.01949065432951579,1225.0
lr_full,high_background,Duplicate,0.5323529411764706,1.0,0.5323529411764706,0.6948176583493282,0.5539666367547943,340.0
lr_full,high_background,T1048,1.0,1.0,1.0,1.0,1.0,2.0
lr_full,high_background,T1078,0.5284552845528455,1.0,0.5284552845528455,0.6914893617021277,0.526874299067524,123.0
lr_full,high_background,T1110,0.9991610738255033,1.0,0.9991610738255033,0.9995803608896349,0.9991610706278984,1192.0
lr_full,high_background,T1190,1.0,1.0,1.0,1.0,0.9989731658680487,83.0
lr_full,high_background,T1595,0.7180952380952381,1.0,0.7180952380952381,0.835920177383592,0.7191336156657155,1050.0
lr_full,high_background,benign,0.8889795918367347,0.0,,0.0,0.11237485941056621,1225.0
lr_full,low_sampling,Duplicate,0.18235294117647058,1.0,0.18235294117647058,0.30845771144278605,0.23446496279709783,340.0
lr_full,low_sampling,T1048,1.0,1.0,1.0,1.0,1.0,2.0
lr_full,low_sampling,T1078,0.17886178861788618,1.0,0.17886178861788618,0.30344827586206896,0.23119088015330108,123.0
lr_full,low_sampling,T1110,0.9991610738255033,1.0,0.9991610738255033,0.9995803608896349,0.9991610711658598,1192.0
lr_full,low_sampling,T1190,1.0,1.0,1.0,1.0,0.9998562653987711,83.0
lr_full,low_sampling,T1595,0.5171428571428571,1.0,0.5171428571428571,0.6817325800376648,0.5587756184946255,1050.0
lr_full,low_sampling,benign,0.9983673469387755,0.0,,0.0,0.0025277483702595823,1225.0
