dataset,split,fold,detector,base_detector,detector_family,feature_profile,calibration_policy,threshold_mode,threshold,env_thresholds,validation_strategy,validation_group_col,validation_groups,validation_removed_group_rows,validation_min_f1,validation_mean_f1,fit_rows,validation_rows,train_rows
uwf,heldout_family,exfiltration,iforest_env_sensitive__oracle_env_upper_bound,iforest_env_sensitive,sklearn_anomaly,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.7156, ""delayed_collector"": 0.549, ""high_background"": 0.6764, ""low_sampling"": 0.3628, ""observed"": 0.6078}",attack_family_challenge,attack_family,Defense Evasion,326,0.92,0.9406666666666667,95146,652,95798
uwf,heldout_family,exfiltration,pyod_ecod_env_sensitive,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_observed_f1,single_validation_observed,0.1374,{},attack_family_challenge,attack_family,Defense Evasion,326,0.8426527958387516,0.8426527958387516,95146,652,95798
uwf,heldout_family,exfiltration,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_robust_minimax,single_validation_minimax,0.0982,{},attack_family_challenge,attack_family,Defense Evasion,326,0.6694648478488983,0.7279072511889713,95146,652,95798
uwf,heldout_family,exfiltration,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.49019999999999997, ""delayed_collector"": 0.4608, ""high_background"": 0.5294, ""low_sampling"": 0.3628, ""observed"": 0.3138}",attack_family_challenge,attack_family,Defense Evasion,326,0.8205128205128205,0.9325745176809008,95146,652,95798
uwf,heldout_family,exfiltration,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Defense Evasion,326,,,95146,652,95798
uwf,heldout_family,exfiltration,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.0982,{},attack_family_challenge,attack_family,Defense Evasion,326,0.826362484157161,0.826362484157161,95146,652,95798
uwf,heldout_family,exfiltration,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Defense Evasion,326,0.6639260020554985,0.670940230996502,95146,652,95798
uwf,heldout_family,exfiltration,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.4706, ""delayed_collector"": 0.4412, ""high_background"": 0.49019999999999997, ""low_sampling"": 0.1766, ""observed"": 0.2354}",attack_family_challenge,attack_family,Defense Evasion,326,0.9545454545454546,0.9553030303030304,95146,652,95798
uwf,heldout_family,initial_access,lr_full,lr_full,sklearn_linear,full,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,lr_full__val_observed_f1,lr_full,sklearn_linear,full,val_observed_f1,single_validation_observed,0.157,{},attack_family_challenge,attack_family,Persistence,326,0.998468606431853,0.998468606431853,94097,652,94749
uwf,heldout_family,initial_access,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,single_validation_minimax,0.2844,{},attack_family_challenge,attack_family,Persistence,326,0.898989898989899,0.9758395209603034,94097,652,94749
uwf,heldout_family,initial_access,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.01, ""delayed_collector"": 0.1374, ""high_background"": 0.0688, ""low_sampling"": 0.0688, ""observed"": 0.1276}",attack_family_challenge,attack_family,Persistence,326,0.7235494880546075,0.9354307669826071,94097,652,94749
uwf,heldout_family,initial_access,rf_full,rf_full,sklearn_tree,full,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,single_validation_observed,0.4706,{},attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,single_validation_minimax,0.4216,{},attack_family_challenge,attack_family,Persistence,326,0.9848942598187311,0.9954474540793219,94097,652,94749
uwf,heldout_family,initial_access,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.5196, ""delayed_collector"": 0.0688, ""high_background"": 0.5294, ""low_sampling"": 0.2746, ""observed"": 0.0688}",attack_family_challenge,attack_family,Persistence,326,0.9894179894179894,0.9977055034935711,94097,652,94749
uwf,heldout_family,initial_access,gb_full,gb_full,sklearn_boosting,full,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,gb_full__val_observed_f1,gb_full,sklearn_boosting,full,val_observed_f1,single_validation_observed,0.9312,{},attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,gb_full__val_robust_minimax,gb_full,sklearn_boosting,full,val_robust_minimax,single_validation_minimax,0.5588,{},attack_family_challenge,attack_family,Persistence,326,0.998468606431853,0.9987748851454825,94097,652,94749
uwf,heldout_family,initial_access,gb_full__oracle_env_upper_bound,gb_full,sklearn_boosting,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.451, ""delayed_collector"": 0.01, ""high_background"": 0.2354, ""low_sampling"": 0.019799999999999998, ""observed"": 0.01}",attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,xgb_full,xgb_full,xgboost,full,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,xgb_full__val_observed_f1,xgb_full,xgboost,full,val_observed_f1,single_validation_observed,0.2256,{},attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,xgb_full__val_robust_minimax,xgb_full,xgboost,full,val_robust_minimax,single_validation_minimax,0.2746,{},attack_family_challenge,attack_family,Persistence,326,0.9954198473282443,0.9987776907520194,94097,652,94749
uwf,heldout_family,initial_access,xgb_full__oracle_env_upper_bound,xgb_full,xgboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.1374, ""delayed_collector"": 0.01, ""high_background"": 0.8822, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,lgbm_full,lgbm_full,lightgbm,full,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,lgbm_full__val_observed_f1,lgbm_full,lightgbm,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,lgbm_full__val_robust_minimax,lgbm_full,lightgbm,full,val_robust_minimax,single_validation_minimax,0.2648,{},attack_family_challenge,attack_family,Persistence,326,0.9923896499238964,0.996630804656286,94097,652,94749
uwf,heldout_family,initial_access,lgbm_full__oracle_env_upper_bound,lgbm_full,lightgbm,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.9606, ""delayed_collector"": 0.01, ""high_background"": 0.059000000000000004, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Persistence,326,0.9946808510638298,0.9984028368794327,94097,652,94749
uwf,heldout_family,initial_access,cat_full,cat_full,catboost,full,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,cat_full__val_observed_f1,cat_full,catboost,full,val_observed_f1,single_validation_observed,0.1472,{},attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,cat_full__val_robust_minimax,cat_full,catboost,full,val_robust_minimax,single_validation_minimax,0.3334,{},attack_family_challenge,attack_family,Persistence,326,0.998468606431853,0.9996937212863706,94097,652,94749
uwf,heldout_family,initial_access,cat_full__oracle_env_upper_bound,cat_full,catboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2746, ""delayed_collector"": 0.059000000000000004, ""high_background"": 0.794, ""low_sampling"": 0.0492, ""observed"": 0.0492}",attack_family_challenge,attack_family,Persistence,326,1.0,1.0,94097,652,94749
uwf,heldout_family,initial_access,iforest_env_sensitive,iforest_env_sensitive,sklearn_anomaly,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,iforest_env_sensitive__val_observed_f1,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_observed_f1,single_validation_observed,0.4608,{},attack_family_challenge,attack_family,Persistence,326,0.9287749287749287,0.9287749287749287,94097,652,94749
uwf,heldout_family,initial_access,iforest_env_sensitive__val_robust_minimax,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_robust_minimax,single_validation_minimax,0.157,{},attack_family_challenge,attack_family,Persistence,326,0.6863157894736842,0.7212353025939445,94097,652,94749
uwf,heldout_family,initial_access,iforest_env_sensitive__oracle_env_upper_bound,iforest_env_sensitive,sklearn_anomaly,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2746, ""delayed_collector"": 0.4118, ""high_background"": 0.2354, ""low_sampling"": 0.1668, ""observed"": 0.402}",attack_family_challenge,attack_family,Persistence,326,0.7350993377483444,0.8216435668887033,94097,652,94749
uwf,heldout_family,initial_access,pyod_ecod_env_sensitive,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_observed_f1,single_validation_observed,0.1374,{},attack_family_challenge,attack_family,Persistence,326,0.8368421052631579,0.8368421052631579,94097,652,94749
uwf,heldout_family,initial_access,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_robust_minimax,single_validation_minimax,0.07859999999999999,{},attack_family_challenge,attack_family,Persistence,326,0.6673773987206824,0.7152511141596223,94097,652,94749
uwf,heldout_family,initial_access,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.20600000000000002, ""delayed_collector"": 0.108, ""high_background"": 0.20600000000000002, ""low_sampling"": 0.11779999999999999, ""observed"": 0.1374}",attack_family_challenge,attack_family,Persistence,326,0.6695226438188494,0.7558687785661331,94097,652,94749
uwf,heldout_family,initial_access,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Persistence,326,,,94097,652,94749
uwf,heldout_family,initial_access,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.0982,{},attack_family_challenge,attack_family,Persistence,326,0.8316326530612245,0.8316326530612245,94097,652,94749
uwf,heldout_family,initial_access,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Persistence,326,0.6652977412731006,0.6720729186045429,94097,652,94749
uwf,heldout_family,initial_access,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.08839999999999999, ""delayed_collector"": 0.059000000000000004, ""high_background"": 0.3922, ""low_sampling"": 0.1472, ""observed"": 0.0982}",attack_family_challenge,attack_family,Persistence,326,0.6920415224913494,0.7441084407971316,94097,652,94749
uwf,heldout_family,persistence,lr_full,lr_full,sklearn_linear,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,lr_full__val_observed_f1,lr_full,sklearn_linear,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.5372398685651698,0.5372398685651698,89810,5000,95219
uwf,heldout_family,persistence,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.4731750219876869,0.5312083736611924,89810,5000,95219
uwf,heldout_family,persistence,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.3236, ""delayed_collector"": 0.1276, ""high_background"": 0.5392, ""low_sampling"": 0.0492, ""observed"": 0.108}",attack_family_challenge,attack_family,Reconnaissance,2909,0.9005059021922428,0.9767552790280309,89810,5000,95219
uwf,heldout_family,persistence,rf_full,rf_full,sklearn_tree,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6818658280922432,0.6818658280922432,89810,5000,95219
uwf,heldout_family,persistence,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.654278984559016,0.7128705184711521,89810,5000,95219
uwf,heldout_family,persistence,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.4608, ""delayed_collector"": 0.019799999999999998, ""high_background"": 0.4412, ""low_sampling"": 0.1864, ""observed"": 0.019799999999999998}",attack_family_challenge,attack_family,Reconnaissance,2909,0.9863842662632375,0.9966652324575405,89810,5000,95219
uwf,heldout_family,persistence,gb_full,gb_full,sklearn_boosting,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,gb_full__val_observed_f1,gb_full,sklearn_boosting,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.04075235109717868,0.04075235109717868,89810,5000,95219
uwf,heldout_family,persistence,gb_full__val_robust_minimax,gb_full,sklearn_boosting,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.0015987210231814548,0.08006729845788049,89810,5000,95219
uwf,heldout_family,persistence,gb_full__oracle_env_upper_bound,gb_full,sklearn_boosting,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.304, ""delayed_collector"": 0.01, ""high_background"": 0.5588, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Reconnaissance,2909,1.0,1.0,89810,5000,95219
uwf,heldout_family,persistence,xgb_full,xgb_full,xgboost,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,xgb_full__val_observed_f1,xgb_full,xgboost,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.13293502613890965,0.13293502613890965,89810,5000,95219
uwf,heldout_family,persistence,xgb_full__val_robust_minimax,xgb_full,xgboost,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.13223757937990288,0.15477256295119532,89810,5000,95219
uwf,heldout_family,persistence,xgb_full__oracle_env_upper_bound,xgb_full,xgboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.108, ""delayed_collector"": 0.01, ""high_background"": 0.8234, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Reconnaissance,2909,1.0,1.0,89810,5000,95219
uwf,heldout_family,persistence,lgbm_full,lgbm_full,lightgbm,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,lgbm_full__val_observed_f1,lgbm_full,lightgbm,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.04075235109717868,0.04075235109717868,89810,5000,95219
uwf,heldout_family,persistence,lgbm_full__val_robust_minimax,lgbm_full,lightgbm,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.0015987210231814548,0.05129872565280937,89810,5000,95219
uwf,heldout_family,persistence,lgbm_full__oracle_env_upper_bound,lgbm_full,lightgbm,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.9606, ""delayed_collector"": 0.01, ""high_background"": 0.9508, ""low_sampling"": 0.01, ""observed"": 0.01}",attack_family_challenge,attack_family,Reconnaissance,2909,0.9908814589665653,0.998176291793313,89810,5000,95219
uwf,heldout_family,persistence,cat_full,cat_full,catboost,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,cat_full__val_observed_f1,cat_full,catboost,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.7500621735886596,0.7500621735886596,89810,5000,95219
uwf,heldout_family,persistence,cat_full__val_robust_minimax,cat_full,catboost,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.7488175255165547,0.7865253056772911,89810,5000,95219
uwf,heldout_family,persistence,cat_full__oracle_env_upper_bound,cat_full,catboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.5686, ""delayed_collector"": 0.01, ""high_background"": 0.5686, ""low_sampling"": 0.1472, ""observed"": 0.01}",attack_family_challenge,attack_family,Reconnaissance,2909,1.0,1.0,89810,5000,95219
uwf,heldout_family,persistence,iforest_env_sensitive,iforest_env_sensitive,sklearn_anomaly,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,iforest_env_sensitive__val_observed_f1,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_observed_f1,single_validation_observed,0.3334,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.8493996569468267,0.8493996569468267,89810,5000,95219
uwf,heldout_family,persistence,iforest_env_sensitive__val_robust_minimax,iforest_env_sensitive,sklearn_anomaly,env_sensitive,val_robust_minimax,single_validation_minimax,0.0296,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6663998932906496,0.6718361263969778,89810,5000,95219
uwf,heldout_family,persistence,iforest_env_sensitive__oracle_env_upper_bound,iforest_env_sensitive,sklearn_anomaly,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.2452, ""delayed_collector"": 0.402, ""high_background"": 0.3236, ""low_sampling"": 0.108, ""observed"": 0.3922}",attack_family_challenge,attack_family,Reconnaissance,2909,0.7315968289920725,0.8287359060781607,89810,5000,95219
uwf,heldout_family,persistence,pyod_ecod_env_sensitive,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,pyod_ecod_env_sensitive__val_observed_f1,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_observed_f1,single_validation_observed,0.108,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.8210561722166162,0.8210561722166162,89810,5000,95219
uwf,heldout_family,persistence,pyod_ecod_env_sensitive__val_robust_minimax,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6658660261542567,0.6683135826873434,89810,5000,95219
uwf,heldout_family,persistence,pyod_ecod_env_sensitive__oracle_env_upper_bound,pyod_ecod_env_sensitive,pyod_ecod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.07859999999999999, ""delayed_collector"": 0.108, ""high_background"": 0.0982, ""low_sampling"": 0.01, ""observed"": 0.1276}",attack_family_challenge,attack_family,Reconnaissance,2909,0.6639344262295082,0.7465717277779104,89810,5000,95219
uwf,heldout_family,persistence,pyod_copod_env_sensitive,pyod_copod_env_sensitive,pyod_copod,env_sensitive,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,persistence,pyod_copod_env_sensitive__val_observed_f1,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_observed_f1,single_validation_observed,0.0688,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.7990057995028997,0.7990057995028997,89810,5000,95219
uwf,heldout_family,persistence,pyod_copod_env_sensitive__val_robust_minimax,pyod_copod_env_sensitive,pyod_copod,env_sensitive,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6156633221850614,0.6601786560045924,89810,5000,95219
uwf,heldout_family,persistence,pyod_copod_env_sensitive__oracle_env_upper_bound,pyod_copod_env_sensitive,pyod_copod,env_sensitive,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.0394, ""delayed_collector"": 0.059000000000000004, ""high_background"": 0.0688, ""low_sampling"": 0.01, ""observed"": 0.0982}",attack_family_challenge,attack_family,Reconnaissance,2909,0.6646153846153846,0.7361812351839003,89810,5000,95219
uwf,heldout_family,privilege_escalation,lr_full,lr_full,sklearn_linear,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,lr_full__val_observed_f1,lr_full,sklearn_linear,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.5344307270233196,0.5344307270233196,89810,5000,95219
uwf,heldout_family,privilege_escalation,lr_full__val_robust_minimax,lr_full,sklearn_linear,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.4713824479013795,0.5282294171016614,89810,5000,95219
uwf,heldout_family,privilege_escalation,lr_full__oracle_env_upper_bound,lr_full,sklearn_linear,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.1962, ""delayed_collector"": 0.7842, ""high_background"": 0.5294, ""low_sampling"": 0.059000000000000004, ""observed"": 0.7744}",attack_family_challenge,attack_family,Reconnaissance,2909,0.898989898989899,0.977052668192545,89810,5000,95219
uwf,heldout_family,privilege_escalation,rf_full,rf_full,sklearn_tree,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,rf_full__val_observed_f1,rf_full,sklearn_tree,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6686077289571202,0.6686077289571202,89810,5000,95219
uwf,heldout_family,privilege_escalation,rf_full__val_robust_minimax,rf_full,sklearn_tree,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.431924882629108,0.6263773666473129,89810,5000,95219
uwf,heldout_family,privilege_escalation,rf_full__oracle_env_upper_bound,rf_full,sklearn_tree,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.4216, ""delayed_collector"": 0.6372, ""high_background"": 0.4804, ""low_sampling"": 0.157, ""observed"": 0.794}",attack_family_challenge,attack_family,Reconnaissance,2909,0.9834087481146304,0.9942510399533028,89810,5000,95219
uwf,heldout_family,privilege_escalation,gb_full,gb_full,sklearn_boosting,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,gb_full__val_observed_f1,gb_full,sklearn_boosting,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.04075235109717868,0.04075235109717868,89810,5000,95219
uwf,heldout_family,privilege_escalation,gb_full__val_robust_minimax,gb_full,sklearn_boosting,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.0007996801279488205,0.07801037816524299,89810,5000,95219
uwf,heldout_family,privilege_escalation,gb_full__oracle_env_upper_bound,gb_full,sklearn_boosting,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.8234, ""delayed_collector"": 0.8626, ""high_background"": 0.598, ""low_sampling"": 0.7744, ""observed"": 0.8626}",attack_family_challenge,attack_family,Reconnaissance,2909,0.998468606431853,0.9996937212863706,89810,5000,95219
uwf,heldout_family,privilege_escalation,xgb_full,xgb_full,xgboost,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,xgb_full__val_observed_f1,xgb_full,xgboost,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.1378026070763501,0.1378026070763501,89810,5000,95219
uwf,heldout_family,privilege_escalation,xgb_full__val_robust_minimax,xgb_full,xgboost,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.13641446142377936,0.15798227738932882,89810,5000,95219
uwf,heldout_family,privilege_escalation,xgb_full__oracle_env_upper_bound,xgb_full,xgboost,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.5882, ""delayed_collector"": 0.8331999999999999, ""high_background"": 0.8528, ""low_sampling"": 0.019799999999999998, ""observed"": 0.8331999999999999}",attack_family_challenge,attack_family,Reconnaissance,2909,0.998468606431853,0.9993874425727413,89810,5000,95219
uwf,heldout_family,privilege_escalation,lgbm_full,lgbm_full,lightgbm,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,lgbm_full__val_observed_f1,lgbm_full,lightgbm,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.04075235109717868,0.04075235109717868,89810,5000,95219
uwf,heldout_family,privilege_escalation,lgbm_full__val_robust_minimax,lgbm_full,lightgbm,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.0007996801279488205,0.05214110858865888,89810,5000,95219
uwf,heldout_family,privilege_escalation,lgbm_full__oracle_env_upper_bound,lgbm_full,lightgbm,full,oracle_env_upper_bound,per_test_environment_oracle,,"{""congested_link"": 0.7842, ""delayed_collector"": 0.01, ""high_background"": 0.1864, ""low_sampling"": 0.01, ""observed"": 0.3236}",attack_family_challenge,attack_family,Reconnaissance,2909,0.9923896499238964,0.9978653725575205,89810,5000,95219
uwf,heldout_family,privilege_escalation,cat_full,cat_full,catboost,full,native_default,native,,{},attack_family_challenge,attack_family,Reconnaissance,2909,,,89810,5000,95219
uwf,heldout_family,privilege_escalation,cat_full__val_observed_f1,cat_full,catboost,full,val_observed_f1,single_validation_observed,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.6663124335812965,0.6663124335812965,89810,5000,95219
uwf,heldout_family,privilege_escalation,cat_full__val_robust_minimax,cat_full,catboost,full,val_robust_minimax,single_validation_minimax,0.01,{},attack_family_challenge,attack_family,Reconnaissance,2909,0.5938375350140056,0.6642300101035982,89810,5000,95219
